words,counts
orbwith,5
destined,70
rebel,41
foretoldwritten,5
gintama,31
goddesses,13
sistersnepgear,4
uni,4
rom,4
rammeet,4
resort,19
lastation,10
nostalgic,38
facewritten,7
crimson,40
megumin,17
yunyun,6
originate,66
brush,9
supreme,62
mastery,7
magicwhen,6
regarding,86
informs,93
prank,19
worried,32
gangthere,6
sightsee,6
megumins,6
birthplace,31
jokewritten,6
afterschool,4
grub,2
crawl,2
hibiki,43
everexpanding,2
waistline,2
ayaka,13
uehara,12
solitary,33
exercise,14
miserably,7
silverman,2
orientation,2
akemi,18
souryuuinhowever,2
bargained,22
worldrenowned,31
bodybuilders,2
muscle,4
fetishist,2
grossed,2
unfolding,58
naruzou,2
machio,2
enthralled,8
spurofthemoment,2
adapt,126
legions,19
monsterinfested,5
sole,123
supporter,11
liliruca,5
arde,5
competent,8
blacksmith,8
welf,5
crozzo,5
rookie,81
orarios,5
fastestgrowing,5
deeper,141
levels,32
dungeondungeon,5
deai,9
motomeru,9
darou,9
cares,23
achievements,36
ranks,125
considerable,7
amount,222
struggling,133
expert,59
teaser,9
wits,34
contest,67
courageany,5
strategy,67
employs,9
expose,79
avail,7
contrary,20
nishikatas,10
pitiful,35
flaws,11
advantage,106
themhowever,8
fruit,59
awaited,17
impossibleto,5
outsmart,5
blush,10
ancestor,15
yuuko,15
horns,20
tail,106
dazed,6
confused,43
descended,34
destitute,4
mortal,47
lift,4
ancestrys,3
splatter,7
ancestors,7
statuefortunately,3
momo,58
chiyoda,3
yuukos,3
sakuragaoka,11
endurance,7
pity,6
wimpy,3
assailant,26
unlock,6
dormant,22
rise,341
generous,9
frenemy,3
grip,22
poverty,18
garus,12
pucca,12
acquired,18
nanazon,6
departments,17
restructured,6
aka,23
shooting,72
banakawa,6
edo,98
gold,118
surviving,72
exploring,72
budgets,6
hawk,20
southpaw,3
kuricorder,3
otsuka,5
pharmaceuticals,5
pocari,6
sweat,6
hyperthermia,3
sd,4
dtv,4
terribly,4
wrong,83
homare,20
onishima,4
shion,28
kujou,15
asuka,48
suzumori,4
mutsu,12
amatani,4
deserted,34
frightened,10
strangely,44
calm,86
survivalist,4
cliffs,4
trapping,9
shelters,8
valuable,54
nutrition,4
moose,4
testicles,4
uninhabited,4
slim,7
childs,78
threeas,4
shamelessly,4
finer,4
drinking,31
eating,74
cicadas,5
teenage,97
keiki,5
kiryuu,9
yearning,24
lover,37
anonymous,61
senderalong,5
panties,14
admirer,10
proceeds,75
sayuki,7
tokihara,5
underclassman,11
yuika,5
koga,11
nanjou,10
fetishes,5
tanenashi,6
searches,82
minimal,7
clubroom,19
practicing,62
tricks,28
fright,10
slip,16
tendency,20
magician,96
sorts,67
tactical,33
dolls,52
frontline,10
lions,4
cleaning,23
product,30
plus,47
basic,14
franky,2
essentially,10
labor,11
yuri,26
fourepisode,5
runtime,12
minutes,89
realeased,5
shoujokageki,6
revue,13
starlight,69
livesenses,1
machbaito,1
match,152
10000,2
message,56
created,303
mascot,81
ichiman,1
fearless,4
charges,18
gifu,16
tatekayoko,4
inhabitant,8
gifus,4
tounou,4
gekijou,30
mxsource,4
hiroto,14
longs,55
base,113
houses,90
storeroom,5
nintuber,5
tonkachi,5
tatemakuri,5
tatezou,5
taisho,3
pharmaceutical,13
co,28
ltds,2
kobara,2
ropekobara,2
flavored,2
drink,49
upset,17
dieting,5
empty,56
acid,7
chemical,15
reaction,2
pectin,2
fiber,5
carbonated,4
foam,2
expands,13
doubles,6
jelly,2
drinker,2
physically,37
shutting,9
hunger,14
receptors,2
letting,45
pains,2
uchikubi,3
gokumon,3
doukoukai,7
clip,9
mistreated,6
amiru,1
squirrel,16
rumi,15
rie,2
crashes,77
ufo,53
minami,38
mode,18
beanies,4
uchicomi,3
uchicomis,3
requirements,58
dles,8
asa,5
da,32
kaishains,2
kamoyama,2
sale,46
z,142
shellfish,14
incompetent,31
elitism,2
converting,6
clamployees,2
decent,17
workforce,8
sales,21
laziness,2
boundsthe,2
webisodes,2
subtitles,14
wangu,9
qiong,9
4th,59
idolmster,51
mobage,3
retry,1
karai,4
nanako,11
yukishiro,4
speak,68
communicates,4
senryuu17syllablelong,4
poems,5
sixteenyearold,30
busujima,4
leaf,96
senryuu,4
menacing,45
literature,27
clubeven,4
teenagers,70
us,81
transition,8
arduous,26
bocchi,4
hitori,17
overwhelmed,31
vomits,4
ridiculously,16
convoluted,18
kai,87
yawara,4
severs,6
ties,45
reconcile,20
classeven,4
faith,52
daunting,37
delinquentlooking,4
deranged,10
expansionist,4
rem,46
ram,6
conspicuous,4
pressed,10
curiosity,121
push,85
sending,48
worldwith,8
fanfavorite,4
boros,5
mighty,61
unremarkable,33
zcity,5
continuously,32
strain,5
associations,13
resources,59
executives,5
recruiting,45
hoodlums,5
garou,5
claiming,81
mercilessly,18
crowd,46
rampage,66
crushing,29
silverfangs,5
disciple,34
driven,48
motives,63
puzzling,21
insatiable,26
thirst,14
menace,65
threatening,129
earthshattering,9
predicted,10
seer,5
madame,5
shibabawa,5
webshorts,4
bakugan,54
mannersource,4
courtyard,5
awash,5
cherry,114
blossom,97
moonlight,18
kagura,51
hallway,18
anytimesuddenly,5
butterfly,18
glides,5
scales,5
glitteringkochou,5
sei,22
nighttime,5
indeed,14
suitable,38
telling,41
storieskagura,5
dustkochou,5
kagurasama,5
dreamsource,25
onmyoji,5
climax,45
earlshide,6
merlin,6
wolford,6
hailed,29
secludes,10
woods,35
dedicating,6
raising,51
saved,257
merlins,6
retaining,14
displays,12
casting,21
amazementon,6
blatant,6
awkwardness,16
middling,6
celebrity,22
arriveskenja,6
mago,7
wolfords,6
surrounding,109
citywritten,19
impoverished,22
vip,5
nomination,5
scholarship,21
tuition,15
fees,5
recognition,24
awards,11
scholarshiphowever,5
tutor,34
brigade,12
pupils,27
math,24
maestro,5
humanities,5
sportssavvy,5
elsebokutachi,5
benkyou,5
ga,122
dekinai,5
tutees,5
furuhashis,5
hoshino,28
shirosaki,7
noa,14
himesaka,3
countryside,76
camping,55
hinatas,25
behest,76
miyako,15
tags,14
toobesides,3
tenshi,6
maiorita,3
contains,53
definitely,54
shortage,19
herewritten,3
yoshika,9
miyafuji,9
501st,18
joint,35
wing,61
laundrysource,5
kaleid,4
liner,29
prisma,10
illya,24
boundaries,17
poputepipikku,7
broadcasters,3
mx,7
ver,4
nico,31
douga,13
vermilion,6
bird,38
abema,3
anilive,3
tortoise,8
combination,16
seiyuussource,3
bounds,4
half,246
robby,4
yaji,4
hacchi,5
kita,26
robbya,4
perpetually,7
misfortuneowes,4
sums,7
collectors,10
investments,4
shady,17
getrichquick,4
schemes,66
boredom,14
lifethe,7
lifetime,53
loan,9
shark,33
boss,163
collect,125
owes,4
blasts,4
isekandar,4
excitement,112
troublemakingall,4
avoiding,58
cronies,4
combing,8
themwritten,42
horie,8
unhesitantly,4
proclaim,7
origins,43
lascivious,4
erotic,33
amiable,12
takumi,36
kijima,4
scandalous,14
thoughtsmoans,4
legs,10
crossing,19
misconstrue,4
kijimas,4
ward,56
advances,46
studywritten,4
commemorative,10
table,63
valkyries,8
feast,18
mouthwatering,4
carole,11
tuesday,20
arashi,29
liger,24
antagonists,25
gallagher,20
conquest,37
command,79
warriors,312
kingsarashi,20
footsteps,178
zoid,20
bacon,22
zsource,20
futo,4
highschool,8
laidback,10
eccentricity,4
clumsiness,13
spice,10
mayumi,8
furui,4
shibumi,4
spoken,7
narration,12
joshikausei,4
recount,8
expressive,4
sounds,84
gestures,7
11th,46
12th,50
contained,44
ours,2
respectively,82
series1,5
akechi,25
cross,85
magazine,43
akechis,4
handwriting,2
crossword,2
seigi,6
is2,2
omnibus,19
amamiya,26
shower,54
id,23
densuke28,11
takahiro,9
collaborarion,2
memiddle,6
gamelike,15
kichou,6
proclaims,21
oda,70
urges,35
conceive,9
agedifference,6
gameloving,11
princesssource,9
yodeling,14
bouida,3
haruto,40
3d,61
appreciated,3
afar,29
nona,3
girlsplanetary,3
purchasing,24
couplelike,3
toho,28
decade,31
rendition,19
claymen,2
labs,3
educational,35
thinkthink,3
tvlets,3
waysource,64
bibby,1
clips,27
instagram,5
atlantis,4
prospered,9
degree,7
unrelentingness,2
sunk,10
zeus,14
omniscient,6
omnipotent,2
goddespite,2
collapse,19
descendant,37
nereus,2
survived,46
evolved,25
underwater,12
nereids,2
incarnation,23
daughters,16
collectively,16
fairies,154
verge,76
extinction,48
poseidon,2
timeleap,2
immature,12
erathis,2
dearnatura,1
epa,1
dha,1
eicosapentaenoic,1
docosahexaenoic,1
oil,2
supplements,1
surreal,37
endlessly,17
tall,69
devastating,107
sc,3
johnsons,3
branch,37
mold,7
jokin,3
shitennou,3
eerily,9
superpowers,14
johnson,4
disinfectant,3
bottle,24
wiping,26
rag,8
health,63
hazard,4
taiga,45
chancellor,8
ieyasu,12
ecstatic,18
advice,46
maturing,4
drastically,40
livelihood,15
arataka,12
exorcizing,4
tackling,9
citizenswhile,4
workflow,4
blindly,10
anymore,34
mobs,9
darker,62
tone,9
tangible,8
beforewritten,18
remain,194
akiras,15
gouda,12
moemi,6
stricter,6
composed,106
unconditional,6
gameswritten,6
successful,194
relationships,119
matsuno,11
sextuplets,9
sulk,3
neets,9
sorrows,13
centered,32
regretas,3
selves,44
regret,52
trap,12
theyre,80
fuutarou,5
uesugi,29
standoffish,5
friendless,20
debtridden,5
scrape,5
byone,5
lunch,23
argues,18
claimed,7
dislike,8
presented,73
golden,124
tutoring,8
gig,8
wage,16
market,48
horrified,15
itsuki,53
nakano,25
earlier,82
unsuccessfully,8
itsukis,11
quintuplet,5
sistersmiku,5
yotsuba,22
nino,12
ichikawho,5
flunking,5
detest,5
studying,82
graduationwritten,5
thirtysevenyearold,14
satoru,53
mikami,21
casual,23
colleague,26
stabbed,26
succumbing,19
injuries,51
echoes,16
recites,17
bunch,36
commands,33
dying,89
ofwhen,14
goop,14
acquires,30
skillsnotably,14
devour,26
mimic,14
catastrophelevel,14
protection,58
liberated,14
mundanities,14
fresh,123
distinct,60
physique,30
gooey,14
ripple,14
altering,18
fatewritten,31
mikazuki,28
23yearold,11
introvert,7
awkwardly,4
exacerbating,4
solitude,12
offerings,15
grave,58
grey,38
lifecan,4
grateful,9
wantsa,4
okay,9
dunce,4
doukyonin,4
hiza,4
tokidoki,4
atama,4
ue,11
foster,61
otherwritten,15
prescreening,4
friday,9
double,58
decker,8
doug,8
kirill,8
via,43
bandai,35
streaming,31
websites,4
2019source,6
11,82
yr,12
keisuke,30
natsumes,25
fumika,12
kodama,12
stalk,12
exorcising,18
touma,37
akinori,12
natsume,91
tag,17
manners,14
rainbow,37
hello,37
kitty,13
distress,9
signal,8
haro,6
timeline,28
amuro,37
warcrosspromotion,6
40th,15
45th,6
kittysource,6
jigen,6
goemon,23
forgive,6
historysource,14
chitosechan,9
fed,21
curiously,9
favourite,10
places,92
kiyomizu,9
ginkaku,6
gion,14
penguins,11
curing,22
relieving,9
toji,15
kizamishi,6
issen,6
tomoshibi,6
formsource,4
sidem,10
atte,6
manga315,3
yamamura,11
organizing,4
costumes,14
shinsoku,7
ikkon,3
legenders,3
helped,21
segas,17
phantasy,16
lax,6
weighty,6
arks,10
attorney,20
ryuuichi,31
naruhodou,10
defending,50
falsely,33
knack,21
lastminute,15
turnabouts,10
mediumintraining,10
mayoi,30
ayasato,22
tow,40
ryuuichis,10
steadily,63
attracts,56
coffeeloving,10
godota,10
prosecutor,26
ryuuichiwith,10
challenger,14
headon,20
mayois,10
chihiro,34
critical,46
tumultuous,17
truths,34
lieswritten,10
itsuka,34
carries,67
undergo,21
trialsall,6
disasters,42
stalls,5
festivalhermes,5
hosts,43
spear,27
embedded,18
boulder,5
merry,18
facade,14
preface,5
aheadwritten,12
elfs,4
songas,4
novelist,17
supported,22
harbors,29
masamune,33
nocooked,4
lovewinter,4
freezing,13
catching,34
sagiri,8
stepping,45
housework,28
ueno,10
devices,25
convert,8
liquid,4
drinkable,4
deodorize,4
foul,4
smells,4
generate,4
concealment,4
uenos,4
invent,4
advancement,90
outueno,4
heels,29
stagnant,11
hed,11
assisted,9
wingwoman,4
yamashita,8
lewd,16
pingu,14
mess,18
affinity,16
mischief,44
capers,6
wreaks,18
rerelease,3
ryo,22
saeba,4
kaori,29
ai,174
shindo,4
mikuni,7
mercenaries,25
dealer,14
weapon,198
apartsource,4
grannzreichkai,3
bruno,14
leonhard,6
licht,16
heine,6
wittgensteinone,3
political,94
grannzreich,6
romano,3
palace,72
ivan,3
eugene,3
befriending,47
thwarted,27
declare,30
address,27
dispersing,7
tension,60
victor,41
grannzreichs,3
duration,12
strengthening,24
relations,42
kanjian,3
erduo,3
la,15
virtualsan,3
miteiru,2
youtuber,5
vtuber,7
viewers,49
rhythmic,10
himehina,2
siro,2
cyber,18
certainly,36
positively,2
fpsloving,2
nekomiya,2
upbeat,11
akari,71
mirai,114
sexually,4
harasses,2
lightweight,8
mito,8
superiority,4
complexin,2
puns,10
fourthwallbreaks,2
nameless,20
skit,4
bouncing,3
gorillas,2
brimming,12
youtuberswritten,2
ameiro,6
cocoa,13
youko,22
rainy,35
color,68
cafes,11
amami,10
acting,77
cafesource,3
ekodachan,3
24yearold,9
neighborhood,58
ekoda,3
lounge,3
naked,19
temporary,90
fooling,3
lizards,3
narita,6
imomushiastra,2
ludger,2
doomsday,10
dearest,8
savings,2
crashlands,9
apprentice,138
astra,2
serval,9
caracal,4
japari,9
shake,37
earthsource,32
dase,2
ikevo,2
esp,2
promoting,77
auditioned,2
preview,38
vick,28
mindlunch,2
feifei,4
intent,66
bramble,31
captured,55
tribe,83
primitive,16
theyve,38
reunite,48
pastsource,7
zhandouban,1
geji,1
assorted,10
nursery,7
rhymes,7
songs,94
chikyuu,5
corocoro,12
yarisugi,4
itazurakun,4
3rd,77
247,4
itazurakuns,4
reimagining,4
folktales,52
nissins,3
chikin,2
ramen,21
hiyokochan,2
sanrios,9
goods,32
eaten,29
directly,51
escalate,22
nanoha,23
troubled,74
iris,34
related,61
tragedy,103
eltorias,5
reclamation,5
committeesource,5
shakes,16
rumble,11
cataclysmic,11
volcanic,5
eruption,11
engulfs,5
molten,5
lava,5
suffocating,10
kusou,5
prevent,266
harrowing,9
catastrophebut,5
spinning,7
psychics,16
ludicrous,10
presentwritten,9
marking,14
koyomi,49
araragis,9
beingshowever,4
araragi,45
absorbed,21
mirror,58
reversedthe,4
haughty,12
karen,51
shorter,17
pokerfaced,4
yotsugi,8
ononoki,4
hachikuji,14
seemszoku,4
owarimonogatari,8
details,22
dimensionwritten,4
gurazeni,5
relay,18
reused,8
benio,26
haikarasan,8
hanamura,8
highranking,16
tomboy,11
notions,8
femininity,10
drinks,21
dresses,16
outlandishlooking,8
fashions,8
kimono,8
arranged,8
marriages,12
marry,71
lovesource,23
goku,23
freeza,3
screened,62
skytree,10
layton,9
katrielle,9
laytondaughter,9
archaeology,9
hershel,9
noah,15
montoir,9
sherl,9
purchased,43
dress,43
imbued,9
deceased,33
spouse,9
unsolved,11
founding,20
vanishing,27
wackier,9
stranger,119
answer,85
37,9
speaking,34
viewer,34
quiz,11
ep,21
tetsukos,5
uchuu,17
senkan,11
tiramisù,5
indextan,1
1960s,6
tokyoshin,4
shins,6
guardian,214
suusan,4
nekomata,23
retrieve,85
souls,97
yomakai,4
milky,16
chose,45
sendous,3
enforcer,20
dennou,1
eternity,20
pandemonium,18
roam,44
chills,5
mention,21
butwhat,5
myurin,5
clockwork,10
professionalism,5
function,11
unprofessional,5
shingeki,45
kyojin,40
dvdbds,11
3859,3
ageless,6
doll,52
hearing,78
treks,20
amidst,140
darknessa,9
sophie,16
told,211
myths,15
charmed,33
dolllike,6
togetherwritten,69
gadget,28
lab,38
kagari,13
celebrated,11
occasion,31
homemade,15
chocolates,6
togetherhowever,1
desirewritten,7
permission,18
fervently,5
discusses,5
testthe,5
letters,28
macintosh,5
donated,5
higuchis,7
dysfunctional,6
siblingswritten,10
ototoon,2
hondas,2
kentarou,16
hanakos,6
roped,5
parkamusutoronguchisato,2
spontaneous,13
armwrestling,2
contestspurred,2
underhanded,2
methods,29
repetitive,6
multiplying,4
monotony,11
oddlooking,4
unending,16
drudgery,4
jokes,24
worked,37
bone,12
unleashes,25
lately,6
joygetting,2
posts,8
endorphins,2
retsukos,2
validation,2
pushing,25
embellish,2
sugarcoat,2
drab,2
seewritten,2
dies,71
demise,34
resurrected,24
economically,8
assuming,32
abrasive,6
scheduling,4
deciding,46
franchouchouan,4
genre,8
zombieland,4
franchouchous,4
rediscovering,4
25th,36
setthe,7
shot,25
kurama,13
hiei,7
penultimate,7
reuniting,28
hostage,47
takato,3
saijou,7
sexiest,3
accomplished,41
20,54
belt,21
regards,9
indicator,3
successbut,3
newbie,8
junta,5
azumaya,3
takatos,3
initial,63
shock,68
jealous,5
hostility,24
surpassed,10
snatching,3
continually,14
nerves,5
infuriating,3
doesall,3
animosity,7
catches,71
vulnerable,24
endangering,7
junior,172
commentsan,3
picking,9
costar,3
blackmail,11
himasking,3
enemys,33
silence,23
advancing,20
juntas,3
bedroom,14
ye,52
jiayao,6
magically,26
ransom,11
wantssource,6
cbr,6
fair,30
dahlia,5
dignity,5
doggies,5
touwa,5
principality,39
longstanding,29
feud,10
romio,5
inuzuka,16
juliet,9
persia,5
leaders,78
dorms,5
enemiesin,5
hopelessly,10
ire,19
clandestine,8
miss,64
couples,29
keeping,109
impossiblewritten,5
drifters,20
shipped,8
larva,10
tropical,5
silly,17
buddies,13
korean,42
netflix,44
animationsource,10
okoshiyasu,3
housemates,6
himote,3
tokiyo,2
kinami,2
kokoro,9
kokoros,4
minamo,2
enishi,4
powersource,20
captains,21
squads,35
participating,90
osake,4
fuufu,4
natte,4
kara,45
machiasobi,4
vol,18
demand,7
medusa,4
pekola,2
minos,2
yusa,9
koji,8
peruchan,2
kraken,2
continuessource,2
clementine,3
escapes,88
almighty,3
ainzs,19
gaze,18
albedo,14
aura,14
mare,3
gratuitously,3
poorlyanimated,3
goblins,18
track,128
heated,23
revving,3
basara,15
sanada,10
chairman,27
hideyoshi,8
toyotomi,6
suspension,3
grabs,21
embroiled,46
tokugawas,3
appeals,3
kinship,6
mitsunari,11
ishidas,3
fervor,3
wrest,3
domain,43
timessource,3
tbs,44
chuukan,6
kanriroku,6
tonegawa,6
kaiji,6
kazutaka,6
teiai,6
gambling,25
cooperate,40
humorous,20
kohane,4
hatoyas,4
lovable,20
trait,20
flaw,7
cheerleading,8
squad,154
encouraged,37
uki,4
sawatari,4
troublethere,4
absolutely,41
scared,31
heights,21
stunts,4
hizume,4
arima,29
cheerleader,4
citystate,11
lisvalletta,4
beset,12
anthem,8
overdrive,6
mutate,5
superpowered,36
beasts,82
inhuman,12
seveno,4
offset,4
patented,4
cop,19
pairsas,4
vrubel,4
fantasized,4
terrorist,90
blackmails,5
warehouse,12
douglas,4
bilingam,4
earns,32
herowritten,13
anima,31
yell,19
tomori,7
hinowa,4
principals,4
kanenogi,4
tomoris,4
monstrous,69
lifeadorable,4
jingaisan,4
yome,10
equally,48
bemused,4
episodewritten,4
nagami,3
failures,24
writerwhen,3
authors,7
chikai,6
towano,3
dominated,12
suzukathe,3
suzuka,11
placeyuu,3
posing,10
publishes,3
nissin,11
introduction,22
followed,46
adlibbed,2
soup,12
cups,13
substitute,5
tofu,4
aira,21
dazzling,23
heartbumping,1
stairs,14
weaver,1
errors,5
rocketsensei,1
kindly,17
strictly,6
kinder,3
きんだーてれび,1
aerover,6
ketakuma,1
gif,1
stamps,7
won,49
2016,61
creators,48
award,8
pony,11
canyon,12
teamed,9
ketakumas,1
designer,26
structures,29
nightmare,42
domes,5
swan,10
voicein,4
divison,4
idun,4
disciplined,10
unpurified,4
corners,13
seika,5
tamamo,4
rose,36
isabella,7
katya,4
xi,26
selected,103
chokkan,3
algorhythm,3
hai,26
ying,74
haijun,2
xia,6
nahiya,2
transform,207
fairiessource,6
wikia,184
semi,14
wai,6
utilizing,57
witsource,6
hobbykr,6
weasel,6
dormouse,3
nagano,4
shiro,32
aunt,41
shiros,5
momos,5
bread,34
mornings,5
tanuki,20
kitsune,4
tankoubon,16
november,27
franchises,21
hyper,3
nyagoya,1
trendy,5
disappearing,29
wrapped,11
sightseeing,13
oriented,34
threeyearold,35
everydays,34
9,68
encouragement,58
conveys,39
messages,43
nobodys,34
ryuu,17
gotoku,13
worldin,19
kasuga,12
promotes,24
gamein,7
tips,6
servant,80
henrysource,4
retreat,47
liberation,24
kabuki,23
oniwaban,8
edos,8
gengai,8
hiraga,12
abducted,34
withdrawal,8
rendering,19
weapons,190
gengais,8
nanomachine,15
virus,96
shut,68
downmeanwhile,8
laser,16
obliterating,8
activated,38
orbit,8
shinsuke,10
takasugi,19
kiheitai,8
vessel,27
firing,8
fronts,20
prevail,28
dragged,119
oriko,9
okko,3
seki,21
shortly,51
grandmothers,31
barefoot,3
encourages,29
inherit,41
inninitially,3
responsibilities,38
accommodation,3
guests,65
welcoming,32
lonelywritten,3
fura,6
pumped,6
kagachi,6
showoff,6
habitual,6
liar,15
niece,16
torito,6
kagachis,6
risa,11
exregional,6
toritos,6
rocket,85
labtragedy,6
disappears,87
culprit,37
wayincluding,6
zeraora,10
thunderclap,6
deadwritten,6
iiialong,12
ishikawa,24
xiii,12
jigenfinds,12
france,43
adversaries,44
trail,22
sinister,248
escapades,20
pursuers,30
tool,104
allwritten,47
gorou,23
allstar,23
fourthgrade,10
league,115
mifune,10
dolphins,13
practices,53
crushed,31
yeartwo,10
sixthgrade,25
hikaru,73
gorous,10
lifelong,40
toshiya,18
requesting,13
occupation,25
beforeunlike,10
demonstrating,18
needless,10
inevitably,66
thrust,61
inexperienced,36
cherishthe,10
baseballwritten,10
fukagawa,10
presentday,29
prone,5
flooding,9
pots,45
futons,5
shops,23
impede,16
flee,43
obeni,5
seiji,12
izumoya,5
inventory,10
tsukumogami,11
sentient,64
store,170
famed,25
recess,4
olivia,10
looktheotherway,4
honda,46
loudmouthed,4
airhead,11
spurs,19
kasumi,11
nomura,9
loner,11
declines,23
olivias,4
offer,201
dispenses,4
blossoms,40
resume,6
asobi,7
asobase,4
anticswritten,8
guardians,86
shalen,8
lands,81
wood,28
restored,23
eversince,8
worldlang,8
ming,36
blind,55
xiaoyanggang,8
lang,19
goblin,27
mings,8
jianxin,5
security,87
rye,5
youth,102
